Month,Temp_Min_C,Temp_Max_C,Temp_Avg_C,Rainfall_Total_mm,Rainfall_Seasonal_mm,Humidity_%,Solar_Radiation_MJ_m2_day,Sunshine_Hours_hh_mm,Wind_Speed_kmph,Evapotranspiration_mm_day,Dew_Point_C,Heat_Stress_Days,Frost_Days,Soil_Type,Soil_pH,EC,Organic_Carbon_%,Soil_Moisture_%,Sand_%,Silt_%,Clay_%,Soil_Depth_cm,Water_Holding_Capacity_%,Nitrogen_kg_per_acre,Phosphorus_kg_per_acre,Potassium_kg_per_acre,Zinc_mg_per_kg,Iron_mg_per_kg,Copper_mg_per_kg,Manganese_mg_per_kg,Sulfur_kg_per_acre,Irrigation_Frequency_Level,Water_Quantity_liters_per_acre,Irrigation_Method_Type,Groundwater_Level_meters,Water_Quality_Category,Planting_Date,Harvesting_Date,Crop_Duration_Days,Seed_Rate,Row_Spacing_cm,Row_Gap_cm,Plant_Density,Intercropping,Weed_Control,Soil_Condition_At_Planting,Planting_Method,Mulching,Fertilizer_Split,Drainage_Condition,Variety,Germination_%,Tillering_Count,Cane_Height_cm,Cane_Diameter_cm,Internode_Length_cm,Brix_Value,Disease_Type,Disease_Severity,Pest_Level,Pesticide_Usage,Fertilizer_Type,Fertilizer_Quantity,Application_Timing,Machinery_Use,Labor_Input,Latitude,Longitude,Altitude_m,State,District,Tehsil,Agro_Cluster,Khasra_No,Sugar_Mill,Region,Year,Season,Growth_Stage,Yield_Quintal_per_Acre
Jan,4.905629249313181,17.98666242685959,11.718484813270946,866.7689272252856,768.8163952111986,59.31592939196932,15.968604694538202,6:11,,6.036756645741253,,0.0,8.0,Loamy,6.233484998873613,1.369388159117074,0.9171781937148835,15.698955840708358,51.288437908528735,20.902351212833082,16.308362222240838,114.75976051716108,31.298222591910246,182.2362051727241,117.42268368983706,47.48499727566543,,7.988752810754551,0.6787097078370548,1.0893152454612558,9.533942847622235,High,692.6393804373708,Drip,7.678756569044118,Good,2021-04-20 10:22:44,2022-10-13 12:27:58,,5.203415188880771,82.82344342054463,115.24187847212494,120106.51315403979,No,Manual,Wet,Paired Row,No,Single,Poor,Co98014,98.32115024762554,14.0,158.65851214876375,4.236932891314449,21.67240299380063,15.482306849230053,None,High,High,7.385845921219508,DAP,142.72129692950813,Late,Yes,15.307947662863386,30.04504120571271,78.26406363374839,340.5177458559843,Uttarakhand,Haridwar,Khanpur,Jwalapur_Cluster,7038.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Mid,59.24195825216741
Aug,29.301428997545212,,33.20552139255719,1004.365645932195,606.2555816694543,89.44707548891387,20.78225836096081,5:56,14.301758318061335,5.6514079429409465,,10.0,3.0,Sandy,8.380130611224802,1.2815349697612668,1.0834300509911448,17.363992189822532,,24.380943863084127,38.832169851138424,160.82393363567166,37.18292849229803,115.31572307131117,58.86087250628083,170.06696413765718,3.5156166611789996,7.508419361605633,1.5424926565786672,3.5778511586978423,28.475212911687198,Low,1041.724271011169,,14.919434183484517,Saline,,2022-10-13 02:00:32,282.0,11.395938966015002,78.80108232763041,83.14573727403646,83900.48917601432,Yes,Manual,Wet,Trench,Yes,Single,Good,Co98014,75.96526417396646,24.0,232.17950970655755,3.7466101861072323,10.35571676124423,22.781240878094128,None,Low,Medium,,DAP,225.41603307921747,Late,Yes,43.79989741182551,29.911780601079574,78.15756567798554,311.32997860201954,Uttarakhand,Haridwar,Roorkee,Dhanauri_Cluster,2264.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,Mid,423.49193516100587
Jun,36.76468960468343,44.402695415085965,40.61463866977162,1349.8962103211502,542.2687486617766,82.52768159917895,16.645667532900973,6:17,4.13829572544038,4.656470956030513,20.83423009006722,22.0,7.0,Clay,6.96672042061039,1.200857058587656,1.2283505964886345,18.776886695778707,27.07702456175221,33.61070393634115,36.63061234750594,172.902037021571,32.82242194155986,232.51547931013693,98.72144801536946,192.5534415915558,0.8172883057584682,4.009552260276902,0.808081763537825,7.504832819168495,16.46832760599513,Low,504.82515997963185,Drip,,Moderate,2020-12-01 00:16:13,2022-03-13 02:25:55,250.0,12.937823432975549,114.20308376497212,125.77921002467372,52126.318481222625,No,Chemical,Moist,Circular,No,Single,Moderate,Co0238,90.90104470533822,14.0,,4.399076722969587,14.180756502899182,17.572205303096325,Leaf Scald,High,High,3.978210600817871,Urea,283.82306261437145,Late,Yes,19.989248224870376,30.09504556282437,78.26297888313132,292.11770979361063,Uttarakhand,Haridwar,Roorkee,Jwalapur_Cluster,2067.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Rabi,Early,269.5276650988539
Apr,24.842209712401512,36.058626493705965,32.30592242738329,1995.0366505168422,406.1286935123512,59.11572390839707,15.006735421977762,7:14,7.768257521943505,5.127478339774858,20.056957851904016,14.0,7.0,Loamy,7.222420230726869,2.223959569309771,0.638483537966686,33.26088329003849,44.07511157179247,10.669968940701656,28.43107056533058,71.87236868859772,48.12232867878332,185.05654372663955,82.78000329317555,,0.6226480507878654,9.409541678203325,1.0608234803344136,5.630892992401325,29.38068832174919,Low,1628.507209169608,Sprinkler,16.547754580095024,Moderate,2020-12-11 09:04:34,2023-06-04 12:12:23,382.0,8.132827650498225,72.89778655416237,106.33391830349721,59326.79950725114,Yes,Chemical,Moist,Circular,Yes,Split,Good,CoJ64,76.25862127403013,12.0,,2.6753404100278786,13.61045903336468,21.300201770587947,None,Low,Medium,4.400731303700888,DAP,287.6522024473095,Mid,Yes,19.586163886382437,30.063099918882706,78.23625629313418,318.515916194214,Uttarakhand,Haridwar,Roorkee,PiranKaliyar_Cluster,9329.0,Uttam Sugar Mills Ltd,,2024.0,,Mid,475.09009407286504
Jun,,41.828480767431515,36.496965817522025,1204.219996322452,809.5487433164159,58.085704249735414,,5:42,7.634209333513437,4.179986862913626,,8.0,0.0,Clay,8.194678569190959,2.36047525719955,,29.673991279597388,40.96056883107119,14.821450605569426,27.3789441135667,88.02910735301006,52.6488821533784,245.42255165049258,62.60480648574394,33.91012266496734,4.053975503530332,2.012344895625584,1.6173654271081204,2.823175668306167,18.87575917814548,Medium,1231.7714311565414,,10.373909517747233,Good,2022-10-01 14:13:17,2021-08-13 10:28:56,355.0,11.552361689408187,88.55295845554569,98.54569111843836,116124.72370360965,Yes,Chemical,Moist,Straight Row,No,Split,Good,CoJ64,68.23100486908423,13.0,267.86834614738825,4.078372360596644,15.629639140772651,15.197017497328968,Leaf Scald,Low,Medium,3.363408466571344,DAP,182.94162641297407,Early,Yes,33.178451913831935,30.03226821469137,78.23828736713541,290.46700261080764,Uttarakhand,Haridwar,Laksar,Manglore_Cluster,2853.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Mid,400.2441899750356
Mar,18.83151344942454,31.538334681819236,25.75355403251556,1243.5265294343226,718.7610433969512,53.388032587252624,17.1468077169059,9:09,6.7548963721055895,5.095292709978026,11.320130683277533,6.0,3.0,Loamy,6.242695159759846,1.091777381266943,1.1535853754718737,39.107775596959996,44.099341973835145,14.329818746686252,23.219938232756487,158.78867717512455,23.555524001779066,225.34218387817168,119.98750991412935,137.74532768872643,2.842888362482597,9.18926805248271,1.6706800544734224,7.156755872263474,19.81016995558179,Medium,,Sprinkler,17.428025020142385,Good,2022-07-22 17:23:24,2024-09-26 03:42:45,279.0,7.0171894127576095,104.01750758152887,125.62411073389575,82286.290530219,Yes,Chemical,Moist,Circular,No,Split,Good,CoJ64,94.1592159717452,23.0,277.75766836730463,3.1832549145129967,19.714387301124724,21.561323286461153,Smut,High,High,3.4161395241847714,DAP,215.54389045230513,Late,Yes,,29.993721660051342,78.02177932782399,241.35898577713266,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,3310.0,,Uttarakhand,2023.0,Rabi,Mid,243.79713119303796
Jun,37.21243758000173,45.642959460856126,41.42644507913311,1967.3754337642577,625.4877840005261,89.70804649162048,29.641769800543457,7:48,10.484904466310793,4.418096005847136,14.711274254860388,20.0,5.0,Sandy,8.117241741115647,1.2106384537388084,,21.291298591677656,38.90440284389388,15.723187336918647,27.170313258413728,60.69333081621746,54.7890602381217,113.57446579769363,84.3553428729538,116.22178855783962,2.206481191970372,6.452010870581462,1.621162923385776,4.975264524033985,29.372147008650437,High,,Flood,2.4535530135875,Good,2023-06-13 10:12:46,2023-04-17 22:16:35,382.0,13.43069253452983,106.73377753716406,88.72190215977182,103528.76950917717,Yes,Chemical,Wet,Circular,No,Single,,CoJ64,86.43605689574329,,339.68509084104545,3.9204633471166956,15.542648861578614,15.861327014812964,Red Rot,,High,9.605067348001048,Urea,,Late,No,16.47495032556288,30.16114434637685,78.21210467054911,301.13183190635914,Uttarakhand,Haridwar,Khanpur,Landaura_Cluster,8692.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Kharif,Early,276.12233621017907
Nov,18.0294034971578,28.488735675951542,22.756123386789454,1122.8167174932992,872.8191905562574,83.52020303804865,21.291253933453387,7:46,8.236921484667228,5.805745438017938,15.188969063502787,11.0,2.0,Loamy,8.288476338661173,1.0716023270071815,1.054359332762835,15.127220455777834,44.97236418368392,35.24882583457039,12.07814692051278,186.1047472628643,58.10426864648768,195.52652427709722,40.362888694892746,80.36894357294105,4.936515286180428,5.0764405649,1.1303115133378168,3.3203817440577383,18.82159615463374,High,1814.467421996713,Flood,14.962295838223131,Good,2021-06-07 23:43:31,2022-06-29 07:30:46,366.0,12.94463327406654,93.97770692690088,132.63525276189134,99901.83179850315,Yes,Manual,Wet,Circular,No,Split,Moderate,Co98014,81.94899637279366,8.0,293.33578141543023,3.0633809440578528,15.091430784705363,16.050962515640535,Smut,Low,High,1.5643580679133706,Organic,119.96741906674303,Early,No,10.910630799229647,29.855902049493835,78.00089935637291,334.5849487555033,Uttarakhand,Haridwar,Khanpur,PiranKaliyar_Cluster,2566.0,Uttam Sugar Mills Ltd,Uttarakhand,,Kharif,Early,334.0547385316404
Jan,16.070664985258148,26.758374897703863,19.280517502288482,,820.656845018496,77.09702076851559,15.506265881661873,6:39,5.0919493291483215,6.437955766800058,23.92475271315164,2.0,9.0,Alluvial,7.795582345202177,1.3913012801141575,0.9861625933139873,24.506285599194463,41.586138610604415,24.384354583974314,31.05835255056123,136.9218298847101,33.42230702187714,154.71440222807416,102.15594900551018,104.56537933105054,,7.274181768615117,0.7972014275548527,5.979170542361503,22.508395994525504,Medium,1423.281995639462,Drip,12.65539534692296,Moderate,2021-12-02 03:02:37,,286.0,11.538052861877983,86.46756394163646,62.88951006716276,81748.19856180165,No,Chemical,Wet,Paired Row,Yes,Single,Poor,Co0238,67.42481912331705,10.0,238.13810216232764,3.4422414078856076,22.796588609998388,17.054485876559063,Leaf Scald,Low,High,9.594573662573328,Urea,236.92453574096538,Mid,No,12.09874955323395,30.174136514548575,78.22833931522635,301.20239364963595,Uttarakhand,Haridwar,Bhagwanpur,Jwalapur_Cluster,6410.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,,Early,257.80142941118277
Jun,35.438848761383376,47.44054584123067,42.84968238373854,1775.388073602794,767.8764146897983,59.36642960406668,15.527408171202632,5:17,13.898146577651742,3.170678211758986,16.353447358743214,22.0,4.0,Sandy,7.555757851168785,0.8498352272041138,0.6669881756979397,29.04972267657077,52.520430956705766,31.19815276621053,26.989014006457136,184.83696316789022,47.567468496797574,59.4192143965929,,80.76330696801136,1.0044059640378982,4.169907296172556,2.185016284930467,1.330456955147831,5.196652441184159,High,1258.2455454103294,Drip,16.369062451051892,Good,2023-09-15 18:32:44,2021-03-29 12:03:51,279.0,8.51809030100129,78.05881769091002,106.85991011756627,66713.90977285056,No,Manual,Wet,Paired Row,Yes,Single,Poor,Co0238,62.57017339394385,12.0,,4.873818870664154,22.861380863339157,20.791728042563953,Leaf Scald,High,Medium,0.18344053977889963,Organic,260.3995059455227,Early,No,22.73812647849021,29.97763805462469,78.1077167745459,243.8031565531875,Uttarakhand,Haridwar,Khanpur,Narsan_Cluster,179.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Kharif,Late,188.91645162107426
May,31.832785291872327,40.567584726957634,37.09415785331802,1262.6576016084834,1059.569247274351,81.7989454070385,27.31393787730201,7:53,12.264312718672562,2.2394196236677297,11.919426280035323,9.0,8.0,Sandy,7.118872586372359,0.4810979237803862,1.3038745861961227,29.162937120052245,39.74624738719322,12.521777138230892,12.672888459252388,196.21411602930934,34.547054611725216,123.29291055993212,95.51218558958239,179.5562171961501,0.8698370605657813,7.710593431232701,2.338648618523374,,20.963224309660134,Low,1431.5866021346756,Drip,16.82921873202307,,2021-07-30 17:55:02,2023-06-30 23:17:46,,13.846472793996904,115.87835897391203,67.0982056050315,122116.88470590545,Yes,Manual,,Trench,No,Single,Moderate,Co98014,99.69247835785362,5.0,,4.7013168592802845,13.082502778392232,21.51181506458964,None,Medium,Low,2.7962476144638524,Organic,65.1548262679746,Mid,Yes,11.645886332393287,30.02105426208979,78.29942252343444,296.7634905622671,Uttarakhand,Haridwar,Haridwar,,6640.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Early,316.4590432477663
May,27.995835716739165,35.79435347926861,32.41239239360841,1967.1074441018689,648.816117772707,68.49867492401675,22.01302234167152,9:48,6.5129561232262745,7.053921598448133,16.126195662554284,4.0,3.0,Loamy,7.8966240058844,1.3006587361422515,0.8276711800004224,32.528904584554596,24.497008766381633,35.95759182423882,36.61828732524131,58.33216244100043,43.43649993523924,76.04089760129204,39.86838627164749,76.9487954552489,1.3538714633211621,3.6795315578446157,1.8129322917898156,7.267015787805722,16.926988127542607,High,629.302462872938,Flood,10.498326742525977,Good,2021-04-07 03:43:01,2024-03-15 02:46:46,362.0,7.4095126674310805,99.83221814791136,,76959.3027682823,Yes,Manual,Dry,Straight Row,No,Single,Moderate,Co98014,90.19584428895773,,321.46082099925627,2.69194515864538,24.286670337116362,24.256860037700868,Leaf Scald,Medium,High,5.035606474237263,Organic,214.26554288421778,Early,No,48.771117323909586,30.012297045528474,78.16776595180517,349.888152329741,Uttarakhand,Haridwar,Haridwar,Jwalapur_Cluster,6410.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Rabi,Late,145.1085819109154
Sep,27.331075946254323,38.33461668028969,32.983441882243284,1669.003889689731,934.1999876167845,58.026956084040116,18.27573195384486,9:08,,7.7151858314479655,17.67805795411912,3.0,6.0,Alluvial,8.442443301895036,,0.8695890730510334,25.480070675171113,49.34876858691296,19.75084294919982,27.785208004546934,133.55528573810156,48.54536849401491,70.5578938439981,58.97070629575335,187.59052992995632,,3.204484738242579,1.2221179633444503,7.514895242691055,,Low,1105.7560809496779,Drip,11.574008954105354,Good,2022-02-23 06:52:58,2022-11-08 13:27:41,287.0,11.714293818188086,90.61117829117904,145.32408327392187,,No,Chemical,Dry,Paired Row,Yes,Single,Moderate,CoJ64,60.059303692527514,6.0,249.56339066212445,3.7399024633628644,19.61925415594478,24.83564821198049,None,Low,High,9.199425511249643,Organic,77.24438152800776,Early,Yes,43.868838302983534,30.08300868172745,,280.874663114223,Uttarakhand,Haridwar,Khanpur,Bahadrabad_Cluster,738.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Kharif,Mid,235.380166048714
Jul,24.45060013165729,40.180073157519665,32.39730332085541,951.0775718500701,1000.6642909490675,66.38084589040757,19.302096556068015,5:28,13.765871671295079,6.266693592960041,17.34079391985362,9.0,2.0,Alluvial,7.010243812917495,0.18558520924473348,1.2871837964474595,32.93776751337516,27.487917742613092,38.39153756488062,35.8371253302992,189.69558782686252,34.669400963408606,179.22014608394582,44.86836670637934,182.91020227908118,2.667833326711145,6.92572732086238,0.8258661134305825,2.2041119186676275,7.513097376356504,Medium,997.609389378517,Sprinkler,2.0582377784244006,Good,2021-06-18 16:06:04,2022-04-29 20:33:39,349.0,9.541512467609785,79.08736076477106,87.97373438356284,62383.32963695804,Yes,Chemical,Wet,Paired Row,Yes,Single,Poor,CoJ64,66.09719710587194,10.0,314.13564292178694,4.984637629931749,14.883448936475794,19.667358546493627,Leaf Scald,High,Medium,6.087809220677752,Organic,258.6337263636877,Mid,No,16.23845097716935,29.813063469510496,,262.1020167789117,Uttarakhand,Haridwar,Khanpur,Iqbalpur_Cluster,7532.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Kharif,Early,277.3677912244055
Nov,12.477864501737596,25.48794758775248,20.430524027156686,1511.1967401601937,1097.3671287178404,70.63954799883429,19.349931047599526,7:23,12.566635629340112,6.836172360701476,18.91969365435863,25.0,2.0,Sandy,6.832404688340148,2.4855534028838324,1.2438158940349506,26.85883513586885,27.736250619062442,12.765249356433216,21.438124347788136,157.14800991279145,54.32566197379537,97.91072453933603,79.95509541949889,35.11005722250284,2.8311269979756073,6.681879110020502,0.2661832722253892,7.303557601096497,27.329704621614933,High,518.1853439022071,Drip,6.947169186477673,Moderate,2022-07-01 02:08:17,2024-10-12 13:34:02,261.0,,105.17353531777519,117.64378115460588,,No,Chemical,Wet,Trench,No,Single,Moderate,Co0238,91.41276511416042,20.0,299.99496975070497,2.706667170530281,14.039525649413267,15.827834026837213,None,High,High,8.890666180092667,DAP,94.09787441390392,Early,No,,29.971934654071084,78.12889979960615,291.4884110530561,Uttarakhand,Haridwar,Khanpur,Manglore_Cluster,420.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Kharif,Late,103.96571125928105
Aug,24.721335208356738,36.96588793754421,32.56758090246928,1641.1147635793184,584.862098097703,61.44801588259936,25.324615945455644,8:07,,5.07323043102118,11.788188521582665,28.0,6.0,Loamy,,1.2365884488061571,0.7542951467990178,20.28839684452096,22.268255959907233,27.46519188315563,22.95972283021645,,,218.18725292795233,38.99970780308966,118.73102625416531,2.7957139576348755,9.87145124918732,0.8705598235888652,4.931361136673823,10.829457162242075,High,1106.2199574232197,Drip,3.9367035017411536,Saline,2023-01-28 07:49:19,2022-02-05 20:20:15,315.0,14.262280726510344,70.30963842081768,60.51545006921862,52768.72463039952,Yes,Manual,Moist,Circular,No,Split,Good,Co0238,75.68120743388596,9.0,226.3695490564332,2.8480086747086832,16.161794903853195,21.309111687177708,Smut,Medium,Medium,8.858756512258187,Urea,156.86421433133143,Late,No,26.45534964689965,29.80589030430358,78.21037609485386,272.0198339600304,Uttarakhand,Haridwar,Roorkee,Iqbalpur_Cluster,5665.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Kharif,Late,401.72591532486183
Feb,18.35932149174638,28.786600090907086,24.54403154479953,1460.3169174310135,859.1086939007139,87.79268286200028,27.97010667877131,9:23,11.620735270817384,2.9706753828558052,20.76350411304375,25.0,5.0,Sandy,7.26144133992287,2.1188943960596247,0.5583621717780063,35.6041719382341,58.97680423159119,14.504508931667335,30.378053274022243,142.61527335069226,36.66130598396357,125.82560623295207,113.20032833031111,132.40643258002274,1.3797861037529304,4.623003603010807,1.3787096287887413,6.596530089796968,20.598079595266746,Low,851.5546247117965,Sprinkler,9.447755476864128,Saline,2021-04-09 13:56:46,2021-11-19 22:34:37,389.0,8.208034194347496,115.9267192541317,,84914.41548021932,Yes,Chemical,Wet,Circular,No,Single,Poor,Co0238,92.10527577210345,10.0,226.14753874815221,3.327002522327328,23.558496096846547,17.675882096057528,Leaf Scald,Medium,Medium,2.370496973604265,Urea,210.78413097448825,Early,Yes,32.00706314005137,29.858595958425322,78.13640437779033,263.23253223568275,Uttarakhand,Haridwar,Bhagwanpur,Iqbalpur_Cluster,5557.0,Uttam Sugar Mills Ltd,Uttarakhand,,Kharif,Mid,375.8888503417329
Oct,16.50468779208729,27.17921645411503,23.078741252743676,1717.4679590372364,691.094768497855,59.88351539212846,,8:37,8.839536080618103,2.6500400346256336,22.139935274471476,22.0,0.0,Alluvial,6.659970054839493,2.177275947705547,0.9790392818954781,35.513557012147494,26.675076937344055,28.517502810250598,26.88265680819886,91.81234087342415,,83.09165471544333,41.53635101354462,146.66796942799007,3.691562319858397,9.273408616657024,2.3875318104342895,2.5404115399434937,9.336892888931162,Low,1658.146986689923,Drip,7.0756624364541585,Good,,2024-05-03 02:02:00,292.0,12.106780131101257,106.88939854047139,88.89261949757984,71560.36814217061,Yes,Manual,Dry,Paired Row,Yes,Split,Poor,Co0238,64.81962797546453,8.0,,2.380226047812245,10.864362443704842,23.999908799363105,Leaf Scald,Medium,Low,7.197378561128197,DAP,53.584305300474405,Early,Yes,25.35928196756994,30.18998399646815,78.12445649955697,301.9819925090617,Uttarakhand,Haridwar,Roorkee,Jwalapur_Cluster,3591.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,,Early,205.95456750502046
Aug,21.898243715643414,31.772093047419368,27.314800959129883,1159.9319081765498,974.1027174955318,75.65363845959986,16.32446621801274,8:40,8.327321268855389,6.12107701040501,11.618673060619273,,2.0,Clay,6.9680881409120214,1.9068042019426663,1.4352587739647997,10.395942471436676,39.30582289671928,17.786755507454394,12.99093829049179,57.120787238489264,33.60724871071408,88.6826188778226,23.31700319103464,173.97938367852078,1.0137490596454213,7.632831779099164,2.94246741940221,6.400698017171793,15.612581752803058,High,,Flood,,Moderate,2022-03-14 00:45:17,2023-10-24 19:46:27,329.0,13.05522850008508,75.16087718167611,92.87208522731962,98743.18939041247,Yes,Chemical,Dry,Trench,No,Single,Moderate,Co98014,67.20654301131867,13.0,306.82859499894636,4.752965079917004,16.18617791870322,16.3513403143242,Leaf Scald,Medium,High,9.364705340303225,DAP,154.79279957288088,Early,Yes,17.243066320944354,29.997253726132246,78.1599631502626,262.9066007297786,Uttarakhand,Haridwar,Bhagwanpur,Bahadrabad_Cluster,,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Early,104.63193592720286
Sep,28.691942373349047,40.26648561408753,34.35172086726493,1281.6409828605908,1076.7745157237127,67.69078972410597,27.140799975585452,7:09,2.8748130625388537,4.359867576734398,22.064585808170506,13.0,9.0,,7.524291506658253,0.43102656760546176,,17.66428707590738,49.841101355674496,21.597225485869494,24.28212761478177,83.85847636986693,42.24646604169607,219.4830059269951,70.3819128547145,187.4394735094695,1.7529642242923433,6.720568969218359,0.45963437382574257,6.691352534544492,24.83206431084214,,708.4233134148628,Drip,,Moderate,2021-03-31 22:56:38,2024-06-28 03:36:22,252.0,14.342447574469603,116.18078434463058,109.20586446146001,67839.39190253279,Yes,Chemical,Wet,Trench,No,Split,Poor,Co98014,70.40129195482982,6.0,303.0949144457755,2.3500393120620653,18.980034912291707,23.434943553258897,Leaf Scald,Low,High,5.568818255017943,Urea,115.64226775100695,Early,Yes,48.76862780765696,30.053308674130115,78.1631117723798,302.32448960899853,Uttarakhand,Haridwar,Bhagwanpur,Iqbalpur_Cluster,3379.0,Uttam Sugar Mills Ltd,,2022.0,Kharif,Early,436.0809169922075
Feb,21.601172349527282,31.844187149163737,26.401983115596238,831.0183966080881,784.6502314374128,85.20226693336335,25.912072236997894,5:15,10.438396576177158,2.1383558507456644,11.934318340319457,3.0,9.0,Loamy,7.175093187350353,0.698484279382477,1.1658597541244098,18.750084074451582,48.576609879987984,,13.157599176897158,180.45261074230842,48.09424930534661,222.3102621886367,107.98225367722,98.20610710392776,4.446542842717352,3.126280449228764,2.689231831879067,3.327691522525633,8.075711774186649,Low,633.0478769692313,Flood,3.2518718535034865,Saline,2023-11-20 13:09:42,2022-10-28 10:30:18,351.0,14.504461330672477,116.23846540940394,112.27709280044851,73149.4025940885,Yes,Chemical,Moist,Straight Row,No,Single,Poor,Co98014,63.472178114193255,14.0,316.43788685323636,3.822914241434802,11.335675835577195,23.40859180803148,Red Rot,Low,Medium,8.895819749450984,Organic,103.01712437045566,Mid,No,,29.833152278839425,78.05218350414044,266.4048433842125,Uttarakhand,Haridwar,Bhagwanpur,Iqbalpur_Cluster,851.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Early,402.0312033122984
Mar,25.41469551001219,34.13665180852839,28.448623274896327,,424.82482603595633,87.38349125667358,23.27950082137353,7:00,13.871197121248041,7.582103002248185,18.9266671949107,19.0,9.0,Alluvial,6.273120207890158,0.4064577330956656,0.44107554170470703,21.255045987958653,24.979862837198496,36.47265061021146,34.52051364198634,65.41334437807546,37.175114372107245,132.73274236051662,,103.10259523519194,4.788352660491971,2.683192796645783,1.4133828730869311,7.081372019286629,22.08301506113747,Medium,716.7475217414922,Sprinkler,10.833578292708575,Moderate,2023-10-05 01:02:25,2022-07-28 00:28:12,341.0,7.549973434742943,99.56962912611205,116.55221178753285,86830.09821331751,Yes,Manual,Moist,Trench,No,Single,Good,Co0238,71.92057856232057,10.0,281.9440736211428,4.51437980780013,10.260843802226802,17.81519352858892,Smut,Medium,Medium,9.861298211724668,Organic,160.9747371878844,Late,Yes,46.09906063394264,29.82832232538099,78.06111854268174,246.18510067653546,Uttarakhand,Haridwar,Khanpur,Dhanauri_Cluster,7068.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Early,340.59870550629836
Apr,30.293889638083577,41.126571368787154,34.88470599019685,1754.1899032585184,1087.8583052321287,54.74722461029534,21.04312477894231,9:29,10.762337389112895,7.602417432005311,24.05835666372287,1.0,8.0,Loamy,6.060256266880402,0.700090331879045,,35.508172418049874,52.24539699990028,29.666855216179542,38.3626674345856,147.81048768069252,23.87684597522179,147.53100480315112,101.21821253323726,124.37505688789761,2.912582721081142,8.33693691883937,2.1490485699022637,5.71109171076503,9.944365746856779,High,1812.4266425553633,Sprinkler,4.466487648163154,Good,2022-02-08 04:15:58,2024-09-20 18:59:27,350.0,11.483754796891912,112.59094896526057,127.99577818894704,52116.319883017546,Yes,Manual,Wet,Circular,No,Single,Moderate,Co0238,98.09224313724789,18.0,224.23427535044493,4.268384208247029,20.522095330966643,17.804734213197907,Smut,Medium,Medium,4.586444277319295,DAP,117.46821769173802,Mid,Yes,14.459507883992636,30.02227782416559,78.19842259746954,306.5714116282145,Uttarakhand,Haridwar,Bhagwanpur,Jwalapur_Cluster,3401.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Late,412.9085868212499
Mar,25.91935977077271,33.431536020067696,29.492086268705123,1942.6086049475375,545.3980661512749,89.72254866869443,15.665670113419115,9:37,10.871177582059262,5.148438357441093,23.567039085339925,2.0,5.0,Alluvial,7.771545425521717,1.7059430264672828,0.37204071598084437,12.954889193191462,30.74483148320794,38.380937323675,30.93233197026027,130.40452407726994,57.979729575604324,85.19273067410865,95.20933221797597,68.86276326228483,2.11009420579604,3.8134524052059184,2.0874805081751746,1.3593910148804373,22.740041987176742,Medium,1786.8238330627926,Sprinkler,14.935360495802689,Good,2023-08-31 08:11:15,2022-04-28 14:49:10,317.0,6.326127887986285,74.46925761879884,106.51860574645531,109069.95261933742,No,Manual,Wet,Straight Row,No,Single,Good,CoJ64,98.39934808345538,9.0,277.9111265345198,4.5853616917264635,21.972877780532194,24.794580887971605,Smut,High,Medium,9.852046440042088,,117.15513160239728,Late,No,16.94782167368027,29.85977897044811,78.11507739806133,246.60310391355503,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,7924.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Rabi,Mid,179.69027224000135
